requerimento,razao_social,cnpj,fase,data_cadastro,data_protocolo,data_equipe,processo,status,tipo_licenca,codigo_consema,descricao_consema,porte,potencial_poluidor,inscr_imob,x,y,endereco,cep,regional,data_licenca
12326,Jesus Oliveira - EI Ltda.,48573691000149,Cadastrado(Aguardando Documento Digital),2020-07-20T13:51:12Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental Prévia,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",P,M,2110130201170000000,731277.69,7021101.617,"Rua Carlos Seara, 705 - Vila Operária",88303200,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12325,Azevedo S.A. e Filhos,29130476000129,Cadastrado(Aguardando Documento Digital),2020-07-20T13:50:24Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental Prévia,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",P,M,2110130201170000000,731277.69,7021101.617,"Rua Carlos Seara, 705 - Vila Operária",88303200,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12304,Melo S.A.,10832954000114,Documento Assinado Digitalmente,2020-07-19T18:54:12Z,13/08/2020 às 13:32,13/08/2020 às 15:11,URB/6600,FCEI Cadastrado,Licença Ambiental Prévia com dispensa de Licença Ambiental de Instalação,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",P,M,NA,732809.9935533279,7021377.003523324,"Av Sete de Setembro , 776 - Fazenda ",88301202,ITAJAI (INIS),2021-07-01
12285,Sales e Filhos,17495028000140,FCEI cancelado,2020-07-17T16:36:29Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,201.013.01.0210,732763.07,7021911.16,"RUA HERCILIO LUZ, 150 - CENTRO",88301001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12283,Castro S/A S.A.,69415827000162,FCEI cancelado,2020-07-17T16:31:35Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,201.013.01.0210,732763.07,7021911.16,"RUA HERCILIO LUZ, 150 - CENTRO",88301001,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12279,da Costa S.A. - EI,94561837000153,Documento Assinado Digitalmente,2020-07-17T15:01:58Z,21/07/2020 às 15:59,21/07/2020 às 18:20,URB/6050,FCEI Cadastrado,Autorização Ambiental,71.00.00,"SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO DE MÁQUINAS, EQUIPAMENTOS OU VEÍCULOS, COM PINTURA, EXCETO MANUTENÇÃO DE ELETRODOMÉSTICOS",U,M,NA,724220.24,7017854.13,"Rua Rosália Pedroni, 237 - Itaipava",88316475,ITAJAI (INIS),2021-03-25
12270,Correia Monteiro e Filhos - EI,74281605000134,Rejeitado(Aguardando Reenvio de Documento Digital),2020-07-17T11:51:36Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,001225007032901,724609.344528,7024046.59831,"Rodovia Jorge Lacerda, 1789 - Espinheiros",88317100,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12258,Melo Pinto S/A - ME,68405719000146,Licença concedida,2020-07-17T09:22:42Z,24/11/2020 às 14:24,Sem Equipe Formada,URB/9059,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",-,M,01040740099000,732460.906,7025129.988,"RUA ADELSON MACHADO DE OLIVEIRA, 249 - SÃO PAULO",88371087,ITAJAI (INIS),2020-11-24
12256,Vieira - EI,38741052000191,Licença concedida,2020-07-17T09:11:38Z,24/11/2020 às 14:15,Sem Equipe Formada,URB/9058,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",-,M,01040740119001,732460.906,7025129.988,"RUA ADELSON MACHADO DE OLIVEIRA, 225 - SÃO PAULO",88371087,ITAJAI (INIS),2020-11-24
12255,da Rocha - EI S/A,75320984000197,Licença concedida,2020-07-17T09:03:59Z,24/11/2020 às 13:48,Sem Equipe Formada,URB/9053,FCEI Cadastrado,Certidão de Conformidade Ambiental,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",-,M,01040740109000,732460.906,7025129.988,"RUA ADELSON MACHADO DE OLIVEIRA, 237 - SÃO PAULO",88371087,ITAJAI (INIS),2020-11-24
12245,Jesus e Filhos,73528490000177,FCEI cancelado,2020-07-16T17:03:00Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Instalação,43.01.00,COMÉRCIO ATACADISTA E/OU DEPÓSITOS DE PRODUTOS EXTRATIVOS DE ORIGEM MINERAL EM BRUTO,P,P,NA,730091.9977976519,7019426.910676749,"Avenida Vereador Abrahão João Francisco, 3555 - CARVALHO",88307303,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12243,Gonçalves S.A.,06985273000119,Cadastrado(Aguardando Documento Digital),2020-07-16T16:33:51Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental de Operação de Correção,12.80.00,"SERVIÇO INDUSTRIAL DE USINAGEM, SOLDAS E SEMELHANTES",G,P,NA,726126.4554,7021696.0977,"Rua Domingos Rampelotti, 655 - Sao Roque",88317600,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12232,Nogueira Carvalho Ltda. - ME,58602149000120,FCEI cancelado,2020-07-16T15:39:34Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Ampliação LAO,29.10.00,"ATIVIDADES DA INDÚSTRIA EDITORIAL E GRÁFICA COM GERAÇÃO DE RESÍDUOS PERIGOSOS OU COM GERAÇÃO DE EFLUENTES LÍQUIDOS OU COM EMISSÕES ATMOSFÉRICAS.
",G,M,NA,732043.751,7021258.627,"Rua Abércio Werner, 75 - CENTRO",88302050,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12231,Pinto S/A,45819062000168,FCEI cancelado,2020-07-16T15:37:21Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Operação,29.10.00,"ATIVIDADES DA INDÚSTRIA EDITORIAL E GRÁFICA COM GERAÇÃO DE RESÍDUOS PERIGOSOS OU COM GERAÇÃO DE EFLUENTES LÍQUIDOS OU COM EMISSÕES ATMOSFÉRICAS.
",G,M,NA,732043.751,7021258.627,"Rua Abércio Werner, 75 - CENTRO",88302050,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12217,Teixeira Ltda.,49273815000133,FCEI cancelado,2020-07-16T14:18:09Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2040170403770000000,733179.0506,7020386.4418,"Jorge Tzachel, 250 - Fazenda",88301600,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12216,da Rosa e Filhos,93812465000128,FCEI cancelado,2020-07-16T14:06:00Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,730039.109419,7022688.04484,"Rua Cecília Meirelles, 417",88309110,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12214,Nascimento Almeida Ltda. S/A,71049253000106,FCEI cancelado,2020-07-16T13:51:57Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,730039.109419,7022688.04484,"Rua Cecília Meirelles, 417",88309110,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12210,Sales S.A.,34265708000196,FCEI cancelado,2020-07-16T13:10:29Z,16/07/2020 às 14:09,16/07/2020 às 18:02,CRT/5960,Arquivado Outros,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,00000000,725092.17,7025456.25,"Rua nono Emílio dalcoqui , 1382 - Espinheiros",88317127,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12164,Dias S.A.,74159068000154,Documento Assinado Digitalmente,2020-07-15T16:39:28Z,21/07/2020 às 15:10,21/07/2020 às 18:18,URB/6047,FCEI Cadastrado,Licença Ambiental de Instalação,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",P,M,NA,729981,7021811,"Rua Francisco Pedroni, 111 - São João",88307450,ITAJAI (INIS),2020-11-11
12157,Rocha S.A. Ltda.,06217894000152,Cadastrado(Aguardando Documento Digital),2020-07-15T15:27:08Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Licença Ambiental de Operação,12.80.00,"SERVIÇO INDUSTRIAL DE USINAGEM, SOLDAS E SEMELHANTES",G,P,NA,726126.4554,7021696.0977,"Rua Domingos Rampelotti, 655 - Sao Roque",88317600,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12139,Cavalcanti - ME,62083451000197,Cadastrado(Aguardando Documento Digital),2020-07-15T11:04:16Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Renovação LAO,30.10.00,USINAS DE PRODUÇÃO DE CONCRETO E/OU ARGAMASSA,G,M,NA,728494,7018616,"rua Rodovia 101, km 123, 7385 - Carvalho",88307750,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12137,Moraes Monteiro Ltda. Ltda.,49368150000141,Documento Assinado Digitalmente,2020-07-15T11:03:31Z,23/07/2020 às 14:34,23/07/2020 às 14:48,CRT/6105,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2150300105000003000,725860.2098660797,7024828.206197835,"ROD BR 101, 4200 - SALSEIROS",88317001,ITAJAI (INIS),2020-07-23
12136,Ramos S/A,37028549000102,Documento Assinado Digitalmente,2020-07-15T11:00:16Z,17/07/2020 às 13:26,17/07/2020 às 18:44,CRT/5981,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,00547101060000000000,727955.697,7020671.476,"AV ADOLFO KONDER, 2101 - SÃO VICENTE",88308004,ITAJAI (INIS),2020-07-17
12130,Barros - EI,62398170000123,Rejeitado(Aguardando Reenvio de Documento Digital),2020-07-15T10:12:22Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,728769.493,7025386.511,"R HENRIQUE B DOS SANTOS, 34 - CORDEIROS",88310240,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12113,Almeida Souza S.A. - EI,16329705000197,FCEI cancelado,2020-07-14T17:14:17Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,730039.109419,7022688.04484,"Rua Cecília Meirelles, 417",88309110,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12094,Caldeira e Filhos,61207485000183,Documento Assinado Digitalmente,2020-07-14T14:57:36Z,14/07/2020 às 16:43,14/07/2020 às 17:42,CRT/5894,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,725502,7024043,"Rodovia Jorge Lacerda, 1010 - Espinheiros",88317100,ITAJAI (INIS),2020-07-14
12083,da Conceição - ME,92347856000156,Relatório de Monitoramento recebido,2020-07-14T11:47:52Z,04/08/2020 às 14:52,04/08/2020 às 17:56,URB/0,FCEI Cadastrado,Licença Ambiental de Instalação,71.11.01,"CONDOMÍNIOS DE CASAS OU EDIFÍCIOS, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA, OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: A) NÃO POSSUA PLANO DIRETOR; B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE",P,M,NA,732855.761,7021100.558,"Rua Laguna,  - Fazenda",88301460,ITAJAI (INIS),2021-06-21
12074,Rezende S.A.,95701238000150,FCEI cancelado,2020-07-14T10:02:40Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental Prévia,47.84.00,"TERMINAL  RODOVIÁRIO  DE  CARGA  ONDE  SE  OBSERVE  PELO  MENOS  UMA  DAS  SEGUINTES CONDIÇÕES:A) NÃO POSSUA PLANO DIRETOR, DE ACORDO COM A LEI FEDERAL Nº 10.257, DE 10 DE JULHO DE 2001;B) NÃO EXISTA SISTEMA DE COLETA E TRATAMENTO DE ESGOTO NA ÁREA OBJETO DA ATIVIDADE.",M,M,216.130.02.1800,719527,7014756,"Rodovia Antônio Heil, 10070 - Arraial dos Cunha",88318111,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12064,Cardoso - EI,18035746000104,Cadastrado(Aguardando Documento Digital),2020-07-14T08:31:22Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,727099.06,7017783.32,"RUA GERMANO DAGNONI, 103 - RIO DO MEIO",88316090,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12061,da Rosa Moura Ltda. - EI,08769352000118,FCEI cancelado,2020-07-14T07:44:14Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental de Operação,15.12.00,Unidade de tratamento de madeira.,G,M,NA,725173,7023968,"Rodovia Jorge Lacerda, 1235 - CENTRO",88317100,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12044,da Cunha e Filhos Ltda.,78596143000103,Cadastrado(Aguardando Documento Digital),2020-07-13T17:16:54Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,727106.71,7017771.83,"RUA GERMANO DAGNONI, 103 - RIO DO MEIO",88316090,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12042,Barros Gomes Ltda. - EI,68342179000107,Cadastrado(Aguardando Documento Digital),2020-07-13T16:56:24Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,727106.71,7017771.83,"RUA GERMANO DAGNONI, 103 - RIO DO MEIO",88316090,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12041,Cardoso Monteiro e Filhos S/A,67580192000123,Cadastrado(Aguardando Documento Digital),2020-07-13T16:54:04Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,727099.06,7017783.32,"RUA GERMANO DAGNANI, 103 - RIO DO MEIO",88316090,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12040,Mendes - EI,80627913000171,Cadastrado(Aguardando Documento Digital),2020-07-13T16:51:56Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,727099.06,7017783.32,"RUA GERMANO DAGNONI, 103 - RIO DO MEIO",88316090,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12039,da Cruz - ME,02853714000178,Documento Assinado Digitalmente,2020-07-13T16:49:24Z,15/07/2020 às 13:37,15/07/2020 às 16:31,CRT/5907,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,727099.06,7017783.32,"RUA GERMANO DAGNONI, 103 - RIO DO MEIO",88316090,ITAJAI (INIS),2020-07-16
12022,da Paz Rezende S.A. S.A.,50892731000167,Cadastrado(Aguardando Documento Digital),2020-07-13T11:55:33Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2150370206200000000,2268267.683533326,4315396.185270338,"ROD BR 101, 100 - SALSEIROS",88311601,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12011,Pereira - EI,14286307000105,FCEI cancelado,2020-07-13T09:12:10Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,204138012688003000,730747.253633742,7019633.746768921,"RUA THADEU KOCH, 187 - RESSACASA",88307340,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
12009,da Rocha Lima - ME Ltda.,38574169000128,Documento Assinado Digitalmente,2020-07-13T08:41:05Z,13/07/2020 às 16:31,13/07/2020 às 18:34,CRT/5853,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2120780405300000000,730887.0445927118,7024120.1987484135,"Rua Arnoldo Lopes Gonzaga, 233 - BARRA DO RIO",88305570,ITAJAI (INIS),2020-07-14
11995,Correia - ME Ltda.,90138462000162,Documento Assinado Digitalmente,2020-07-10T17:12:13Z,18/03/2021 às 15:19,18/03/2021 às 17:30,HSP/11412,FCEI Cadastrado,Autorização Ambiental,56.11.01,"Laboratório de análises de serviços de saúde, exceto locais exclusivos de coleta",U,M,NA,734274,7017681,"AV OSVALDO REIS, 2400 - BALNEÁRIO SANTA CLARA",88306003,ITAJAI (INIS),2021-06-25
11994,Cavalcanti S.A.,26714589000183,Documento Assinado Digitalmente,2020-07-10T17:03:57Z,16/07/2020 às 16:25,16/07/2020 às 18:02,CRT/5964,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2040880100400000000,730702.7460229761,7019781.207449374,"RUA JOSE SIQUEIRA, 377 - RESSACADA",88307311,ITAJAI (INIS),2020-07-16
11993,Teixeira - EI Ltda.,30164897000150,FCEI cancelado,2020-07-10T16:58:35Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2040880100400000000,730702.7460229761,7019781.207449374,"RUA JOSE SIQUEIRA, 377 - RESSACADA",88307311,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
11991,Monteiro S/A - ME,32159760000132,Documento Assinado Digitalmente,2020-07-10T16:04:33Z,20/07/2020 às 16:58,20/07/2020 às 17:42,DIV/6020,FCEI Cadastrado,Autorização Ambiental,71.60.13,ARMAZENAMENTO TEMPORÁRIO DE RESÍDUOS CLASSE IIB,INDEFINIDO,P,NA,724184,7027226,"RUA BRUNO VICENTE DA LUZ, 5550 - ESPINHEIROS",88317020,ITAJAI (INIS),2020-11-24
11988,Aragão Caldeira S.A. S/A,79860531000104,Documento Assinado Digitalmente,2020-07-10T15:24:00Z,30/07/2020 às 13:44,30/07/2020 às 15:57,CRT/6260,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,NA,727197.012,7017469.088,"Rua Francisco Boaventura da Silva, 18 - RIO DO MEIO",88316076,ITAJAI (INIS),2020-07-30
11984,Rocha - ME S.A.,10378269000160,Licença concedida,2020-07-10T14:31:54Z,31/01/2022 às 13:02,31/01/2022 às 16:25,IND/20218,FCEI Cadastrado,Licença Ambiental de Operação,10.40.10,"FABRICAÇÃO DE TELHAS, TIJOLOS E OUTROS ARTIGOS DE BARRO COZIDO-EXCLUSIVE DE CERÂMICA  ",M,M,NA,723330,7017475,"Rodovia Antônio Heil, 4800 - Itaipava",88316002,ITAJAI (INIS),2023-09-29
11975,Farias S.A.,27613540000105,Documento Assinado Digitalmente,2020-07-10T11:45:01Z,20/08/2020 às 15:15,20/08/2020 às 23:05,URB/6754,FCEI Cadastrado,Licença Ambiental Prévia,71.11.08,"PARCELAMENTO DO SOLO URBANO CONDOMÍNIO DE LOTES PARA FINS RESIDENCIAIS, LOCALIZADO EM MUNICÍPIOS DA ZONA COSTEIRA, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: a)não possua Plano Diretor, de acordo com a Lei federal nº 10.257, de 10 de julho de 2001;b)não  exista  sistema  de  coleta  e  tratamento  de  esgoto  na  área  objeto  do  parcelamento",G,P,NA,727217,7016086,"RUA BENJAMIN DAGNONI, S/N - RIO DO MEIO",88316200,ITAJAI (INIS),2020-10-26
11974,Gonçalves da Cunha e Filhos - EI,04276819000137,FCEI cancelado,2020-07-10T11:39:08Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Licença Ambiental Prévia,71.11.08,"PARCELAMENTO DO SOLO URBANO CONDOMÍNIO DE LOTES PARA FINS RESIDENCIAIS, LOCALIZADO EM MUNICÍPIOS DA ZONA COSTEIRA, ASSIM DEFINIDOS PELA LEGISLAÇÃO ESPECÍFICA OU EM MUNICÍPIOS ONDE SE OBSERVE PELO MENOS UMA DAS SEGUINTES CONDIÇÕES: a)não possua Plano Diretor, de acordo com a Lei federal nº 10.257, de 10 de julho de 2001;b)não  exista  sistema  de  coleta  e  tratamento  de  esgoto  na  área  objeto  do  parcelamento",G,P,NA,727217,7016086,"RUA BENJAMIN DAGNONI, S/N - RIO DO MEIO",88316200,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
11967,Cardoso S/A Ltda.,28135906000132,Rejeitado(Aguardando Reenvio de Documento Digital),2020-07-10T09:23:55Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cadastrado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,00000,728929.203,7025170.415,"RUA JOSE MARCELINO RODRIGUES , 231 - BRILHANTE II",88318332,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
11959,da Cunha - EI,35741290000109,Documento Assinado Digitalmente,2020-07-09T21:08:37Z,24/07/2020 às 13:33,24/07/2020 às 22:29,CRT/6126,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,214167010100,735391,7015849,"rua Prático Adolfinho Lindalvo Costa, 23 - Praia Brava",88301470,ITAJAI (INIS),2020-07-24
11957,Santos e Filhos,25617394000152,FCEI cancelado,2020-07-09T17:59:49Z,Não Protocolado,Sem Equipe Formada,-,FCEI Cancelado,Declaração de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2120210301200000000,730566.813,7023401.099,"RUA ALFREDO CONRADO MOREIRA, 74 - BARRA DO RIO",88305280,ITAJAI (INIS),O requerimento ainda não possui uma licença emitida.
11956,Nascimento - EI,30456218000116,Documento Assinado Digitalmente,2020-07-09T17:59:48Z,22/07/2020 às 17:00,22/07/2020 às 17:45,CRT/6081,FCEI Cadastrado,Certidão de Atividade Não Constante da Resolução CONSEMA,0,CERTIDÃO QUE NÃO POSSUI ATIVIDADE,-,-,2120210301200000000,730566.813,7023401.099,"RUA ALFREDO CONRADO MOREIRA, 74 - BARRA DO RIO",88305280,ITAJAI (INIS),2020-07-23
