requerimento,razao_social,cnpj,fase,data_cadastro,data_protocolo,data_equipe,processo,status,tipo_licenca,codigo_consema,descricao_consema,porte,potencial_poluidor,inscr_imob,endereco,cep,data_licenca,grupo_codigo,grupo_processo,grupo_codigo_resumo,geometry,x,y
2383,REZENDE JESUS - EI LTDA.,62.173.845/0001-36,Licença concedida,2019-06-22T10:22:34Z,2019-06-26T14:07:00Z,NA,URB/1111,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,2150620102000000000,"Rua Oswaldo Leal, 620 - Espinheiros",88317-125,2019-06-26,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5425065.49338406, -3108538.9239268)",725074.753,7024797.113
2382,DUARTE - ME,95.213.860/0001-10,Licença concedida,2019-06-21T23:54:10Z,2019-07-22T14:34:00Z,NA,URB/1320,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,0051090200900000000,"Rua Antônio Carlos Pereira Leão Filho, 150 - São Vicente",88309-450,2019-07-22,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5420882.70825551, -3111009.86752682)",728768.517,7022536.067
2372,DAS NEVES S.A.,15.732.946/0001-10,Licença concedida,2019-06-19T16:37:12Z,2019-08-20T13:22:00Z,2019-08-23T11:37:00Z,SAN/1546,FCEI Cadastrado,REN_LAO,34.31.11,Sistema de coleta e tratamento de esgotos sanitários,P,G,"Mat. 26,103"," Estrada Geral João Tomaz Pinto, S/N - Canhanduba",88307-770,2023-06-28,Obras de Infraestrutura,SAN,Infraestrutura,"c(-5420791.73727797, -3119895.82636044)",728705.969,7014648.786
2353,CAMPOS - EI S/A,15.624.079/0001-07,Licença concedida,2019-06-18T10:16:13Z,2019-06-19T13:27:00Z,2019-06-26T12:44:00Z,CRT/1090,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,204.026.02.0129.0002.000,"Rua Lauro Muller, 853 - Fazenda",88301-401,2019-06-26,NA,CRT,NA,"c(-5416155.81545168, -3112569.86937828)",732961.537,7021073.788
2345,CALDEIRA - ME LTDA.,83.257.694/0001-74,Solicitado documentação complementar,2019-06-17T16:53:52Z,2019-07-26T14:43:00Z,2019-07-26T17:52:00Z,SAN/1355,FCEI Cancelado,LAO_COR,33.13.19,Estrutura de apoio náutico - ean i - trapiche,M,M,NA,"...,  - ...",88311-370,NA,Obras de Infraestrutura,SAN,Infraestrutura,"c(-5422098.02478835, -3107517.91994023)",727740,7025656
2336,SOUZA E FILHOS,45.362.791/0001-38,Licença concedida,2019-06-17T16:05:12Z,2019-07-09T14:30:00Z,2019-07-09T14:50:00Z,URB/1212,FCEI Cadastrado,LAO,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Germano Bastos, 230 - Murta",88311-030,2019-08-14,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5421465.55503356, -3107316.61848533)",728307.846,7025824.515
2332,DA LUZ S.A. - ME,12.795.436/0001-01,Licença concedida,2019-06-17T15:07:41Z,2019-08-05T13:53:00Z,2019-08-05T17:02:00Z,URB/1405,FCEI Cadastrado,LAP,71.11.01,Condomínios de casas ou edifícios,G,M,NA,"Rua José Pereira Liberato,  - São João",88304-400,2019-09-05,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5419434.06011552, -3112019.75471959)",730045,7021616
2319,CARVALHO S.A.,14.756.980/0001-61,FCEI cancelado,2019-06-16T21:52:21Z,2019-09-23T18:54:00Z,2019-09-27T15:11:00Z,URB/1929,Arquivado Outros,LAO_COR,71.11.06,Condomínios comerciais horizontais ou verticais localizados em municípios da zona costeira,P,P,NA,"Avenida Itaipava, 2500 - Itaipava",88316-300,NA,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5424062.27101418, -3116027.12169772)",725850.75,7018134.3
2307,RIBEIRO S/A,14.237.089/0001-19,Relatório de Monitoramento recebido,2019-06-14T14:16:21Z,2019-06-19T18:16:00Z,2019-06-26T12:51:00Z,DIV/1092,FCEI Cadastrado,REN_LAO,43.30.00,Comércio atacadista e depósitos de combustíveis e lubrificantes,P,M,05.000.004.002.44,"Cesar Augusto Dalçoqui, 5550 - Salseiros",88300-000,2022-07-21,Comércio Varejista e Atacadista,DIV,Posto de Abast.,"c(-5423770.20300711, -3104530.2497964)",726294.9315162199,7028336.03710063
2306,RAMOS - ME,56.784.210/0001-72,Documento Assinado Digitalmente,2019-06-14T14:03:11Z,2019-06-26T14:02:00Z,2019-06-26T15:10:00Z,URB/1109,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,G,M,NA,"Rua São Vicente,  - São Vicente",88309-101,2020-01-08,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5419856.5238663, -3110970.85364156)",729685,7022554
2303,VIEIRA S.A.,70.139.248/0001-13,Licença concedida,2019-06-13T17:20:20Z,2019-06-17T14:06:00Z,2019-06-19T12:21:00Z,CRT/1062,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,203.156.01.0050.0000.000,"Rua Domingos Braz Sedrez, S/N - Murta",88311-340,2019-06-26,NA,CRT,NA,"c(-5420901.91078497, -3107427.70567646)",728809.2245165256,7025716.738469187
2291,NUNES S.A.,03.547.961/0001-09,Licença concedida,2019-06-12T18:02:56Z,2019-07-08T13:09:00Z,NA,URB/1203,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,NA,"Rua Miguel Francisco Borges, 22 - Praia Brava De Itajaí",88306-833,2019-07-08,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5413604.81503089, -3118136.39267232)",735145.483272,7016091.21445
2284,SILVA LTDA.,67.059.134/0001-59,Licença concedida,2019-06-12T14:33:41Z,2019-06-27T14:04:00Z,2019-06-27T16:39:00Z,URB/1125,FCEI Cadastrado,LAP,71.11.02,Atividades de hotelaria localizados em municípios ,P,M,NA,"Rua Cônsul Carlos Renaux, 378 - Cabeçudas",88306-460,2019-07-09,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5413853.38799437, -3114690.82333921)",734981,7019153
2278,FREITAS DA COSTA E FILHOS S.A.,67.032.594/0001-93,Relatório de Monitoramento enviado,2019-06-12T10:36:48Z,2019-08-14T14:35:00Z,2019-08-15T14:41:00Z,PAB/1495,FCEI Cadastrado,REN_LAO,42.32.10,Comércio de combustíveis líquidos e gasosos em postos de abastecimento,P,M,NA,"Avenida Sete De Setembro, 95 - Centro",88301-200,2020-10-28,Comércio Varejista e Atacadista,PAB,Posto de Abast.,"c(-5416695.32700796, -3111844.03615728)",732492,7021727
2277,MELO E FILHOS,74.325.160/0001-47,Documento Assinado Digitalmente,2019-10-12T09:36:49Z,2019-06-13T15:02:00Z,2019-06-14T11:48:00Z,URB/1045,FCEI Cadastrado,LAP,71.11.05,Conjuntos habitacionais destinados á população de baixa renda que impliquem em parcelamento do solo,G,M,771205,"Avenida Mário Uriarte, S/N - Cordeiros",88310-697,2020-11-20,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5422206.44450277, -3110830.20712329)",727590,7022717
2266,DA CONCEIÇÃO DA ROSA S.A. - EI,30.564.189/0001-06,Documento Assinado Digitalmente,2019-06-11T15:27:07Z,2019-07-10T13:21:00Z,2019-07-10T17:54:00Z,URB/1225,FCEI Cadastrado,LAO,71.11.00,Parcelamento de solo urbano,G,M,NA,"Rua Domingos Nunes Dos Santos,  - Espinheiros",88317-505,2020-01-13,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5427038.96329205, -3108995.65307062)",723306,7024423
2260,DA COSTA DA MOTA - EI - ME,56.932.074/0001-10,Documento Assinado Digitalmente,2019-06-11T11:45:50Z,2019-06-24T14:50:00Z,2019-06-26T13:03:00Z,URB/1101,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,P,M,005.288.01.0220.0000.000,"Avenida Campos Novos, 1175 - São Vicente",88309-650,2020-09-03,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5421372.85832772, -3112426.80329377)",728308.218,7021286.241
2256,ARAGÃO - EI - EI,59.067.823/0001-87,Documento Assinado Digitalmente,2019-06-11T09:51:37Z,2019-07-11T15:27:00Z,2019-07-12T14:18:00Z,URB/0,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Delfim Mário Pádua Peixoto, 968",88306-813,2019-12-03,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5413555.29168564, -3117183.41274606)",735205.519,7016935.996
2249,OLIVEIRA S.A.,97.350.682/0001-02,Relatório de Monitoramento enviado,2019-06-10T21:29:07Z,2019-06-13T16:39:00Z,2019-06-14T11:43:00Z,PAB/1048,FCEI Cadastrado,REN_LAO,42.32.10,Comércio de combustíveis líquidos e gasosos em postos de abastecimento,M,M,NA,"Rua Heitor Liberato, 1131 - São Judas",88303-101,2019-12-03,Comércio Varejista e Atacadista,PAB,Posto de Abast.,"c(-5417877.3968008, -3111726.28273388)",731439,7021851
2243,ARAÚJO - ME,09.784.521/0001-51,Documento Assinado Digitalmente,2019-06-10T16:42:35Z,2019-07-29T13:34:00Z,2019-07-31T16:25:00Z,IND/1365,FCEI Cadastrado,REN_LAO,29.10.00,"Atividades da indústria editorial e gráfica com geração de resíduos perigosos ou com geração de efluentes líquidos ou com emissões atmosféricas.
",P,M,NA,"Rodovia Antônio Heil, 2030 - Itaipava",88316-000,2020-08-14,Atividade Industrial,IND,Industrial,"c(-5423445.51615373, -3116644.61235113)",726391.103,7017576.435
2238,ALVES S/A,79.062.543/0001-93,Licença concedida,2019-06-10T15:02:19Z,2019-06-13T15:00:00Z,NA,PAB/1044,FCEI Cadastrado,CCA,42.32.20,Instalações aéreas de tancagem autônoma para consumo próprio de combustíveis líquidos e gasosos,-,M,203.064.03.1200.0000.00,"Rodovia Br-101,  - Salseiros",88311-600,2019-06-13,Comércio Varejista e Atacadista,PAB,Posto de Abast.,"c(-5424561.79497658, -3107237.54945295)",725545.074,7025944.556
2236,DA MATA FREITAS - ME LTDA.,28.540.631/0001-12,Licença concedida,2019-06-10T13:55:43Z,2019-06-19T16:26:00Z,2019-06-26T12:46:00Z,AGR/1091,FCEI Cadastrado,AUA,42.40.00,Depósito de agrotóxicos em casas agropecuárias,U,M,2160520605600000000,"Rodovia Antônio Heil,  - Itaipava",88316-002,2019-07-09,Comércio Varejista e Atacadista,AGR,Posto de Abast.,"c(-5424787.60633669, -3116718.40177598)",725192.632,7017532.505
2228,NUNES - ME - EI,49.572.603/0001-57,Documento Assinado Digitalmente,2019-06-07T15:01:53Z,2019-07-23T14:53:00Z,2019-07-24T17:46:00Z,URB/1335,FCEI Cadastrado,LAO,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Duque De Caxias,  - Vila Operária",88303-230,2019-10-01,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5418276.99629025, -3112410.57570909)",731071.21,7021250.14
2213,DIAS LTDA. S.A.,83.265.109/0001-88,Licença concedida,2019-06-06T11:13:49Z,2019-07-25T11:28:00Z,2019-07-25T14:04:00Z,URB/0,FCEI Cadastrado,LAI,71.11.07,Condomínios de edifícios de uso misto ,P,M,NA,"Avenida Campos Novos, 1505",88309-650,2019-08-26,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5421261.67060099, -3112718.10676418)",728402.74,7021025.87
2211,VIEIRA - EI,08.642.359/0001-74,Documento Assinado Digitalmente,2019-06-06T11:00:14Z,2019-07-18T14:13:00Z,2019-07-18T16:08:00Z,URB/1295,FCEI Cadastrado,LAP,71.11.07,Condomínios de edifícios de uso misto ,M,M,NA,"Rua Luci Canziani, 100 - Praia Brava De Itajaí",88306-700,2020-03-25,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5414457.31941261, -3116508.45890819)",734412,7017550
2199,LIMA LTDA.,51.078.349/0001-87,Licença concedida,2019-06-05T15:42:15Z,2019-06-17T14:12:00Z,2019-06-19T12:23:00Z,CRT/1063,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,45021,"Rodovia Br-101, 1825 - Salseiros",88311-600,2019-06-26,NA,CRT,NA,"c(-5421938.47316466, -3114011.72018792)",727777.959667878,7019888.661276078
2196,DA MATA SANTOS S.A. - ME,49.571.206/0001-60,Licença concedida,2019-06-05T14:55:15Z,2019-07-01T15:53:00Z,2019-07-02T11:41:00Z,URB/1136,FCEI Cadastrado,AUA,71.00.00,Serviços de reparação e manutenção de máquinas,U,M,0052890305600000000,"Avenida Campos Novos, 650 - São Vicente",88309-650,2019-08-07,Oficina Mecânica com Pintura,URB,Oficina Mec.,"c(-5421332.53891237, -3111826.17922254)",728353.887028685,7021818.731350759
2194,MARTINS S.A.,35.840.762/0001-80,Licença concedida,2019-06-05T14:27:22Z,2019-06-12T15:38:00Z,2019-06-14T11:39:00Z,URB/0,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Enedina D'avila Ferreira, 621 - Cordeiros",88310-691,2019-07-25,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5421925.89381012, -3110128.29228921)",727851.68,7023335.59
2182,AZEVEDO - EI,02.538.164/0001-00,Licença concedida,2019-06-04T15:17:15Z,2019-07-15T14:14:00Z,2019-07-16T18:39:00Z,CRT/1258,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Avenida Coronel Marcos Konder, 1207 - Centro",88301-303,2019-07-17,NA,CRT,NA,"c(-5413586.26082592, -3114674.15475786)",735219.6270461746,7019163.330177661
2171,PORTO DAS NEVES - EI - EI,28.653.097/0001-50,Documento Assinado Digitalmente,2019-06-04T09:51:45Z,2019-06-06T15:56:00Z,2019-06-06T16:52:00Z,URB/1000,FCEI Cadastrado,LAP,71.11.07,Condomínios de edifícios de uso misto ,P,M,NA,"Rua Felipe Schmidt, 34 - Centro",88301-040,2020-05-14,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5416451.73852866, -3111928.49924402)",732708,7021648
2170,NOVAES S/A S.A.,02.697.814/0001-52,Licença concedida,2019-06-03T21:30:55Z,2019-06-05T18:41:00Z,NA,URB/993,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,0052030200850000000,"Rua Saul Schead Dos Santos, 103 - São Vicente",88309-390,2019-06-05,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5420154.61144285, -3112388.65297774)",729395.988,7021300.303
2156,VIEIRA MONTEIRO S.A. S.A.,13.862.097/0001-93,Documento Assinado Digitalmente,2019-05-31T16:38:39Z,2019-11-13T17:25:00Z,2019-11-18T18:37:00Z,URB/0,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,M,M,NA,"Rua Capitão Adolfo Germano De Andrade,  - Centro",88304-020,2020-03-09,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5417550.30128277, -3111825.54178339)",731729.29,7021757.51
2148,ROCHA S/A LTDA.,92.531.784/0001-00,Licença concedida,2019-05-31T10:44:49Z,2019-05-31T14:43:00Z,NA,DIV/978,FCEI Cadastrado,CCA,47.84.00,Terminal  rodoviário  de  carga  ,-,M,2160020103000000000,"Rodovia Antônio Heil, 4605 - Itaipava",88316-003,2019-05-31,Terminais de Transporte,DIV,Terminal Rod.,"c(-5426624.54185775, -3117654.76482132)",723539.09,7016730.96
2134,ALVES BARROS S.A. S.A.,03.851.294/0001-53,Documento Assinado Digitalmente,2019-05-30T09:39:10Z,2019-09-20T14:24:00Z,2019-09-20T18:22:00Z,URB/1882,FCEI Cadastrado,LAO,71.11.02,Atividades de hotelaria localizados em municípios ,G,M,NA,"Rua Doutor Pedro Ferreira, 315/325/353 - Centro",88301-030,2019-10-30,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5416714.00583787, -3111316.05181752)",732484,7022196
2130,DA LUZ LTDA.,84.591.276/0001-81,FCEI cancelado,2019-05-29T16:30:13Z,2019-06-14T15:47:00Z,2019-06-14T17:10:00Z,CRT/1053,Arquivado Outros,DANC,0,Certidão que não possui atividade,-,-,NA,"Avenida Vereador Abrahão João Francisco, 4000 - Ressacada",88307-302,NA,NA,CRT,NA,"c(-5419892.86620182, -3114878.84954583)",729589.1608310225,7019085.833627179
2115,MENDES ROCHA - EI S.A.,14.965.702/0001-14,Documento Assinado Digitalmente,2019-05-28T17:08:17Z,2019-12-02T18:21:00Z,2019-12-09T15:09:00Z,DIV/2742,FCEI Cadastrado,LAO,47.84.00,Terminal  rodoviário  de  carga  ,G,M,NA,"Rua Maurício Pacheco, 840 - Barra Do Rio",88305-615,2021-06-08,Terminais de Transporte,DIV,Terminal Rod.,"c(-5417809.70993813, -3108912.11916535)",731545.41,7024348.23
2104,REZENDE E FILHOS,92.308.564/0001-04,Documento Assinado Digitalmente,2019-05-28T08:27:50Z,2019-09-03T13:19:00Z,2019-09-03T15:58:00Z,URB/1678,FCEI Cadastrado,LAO,71.11.01,Condomínios de casas ou edifícios,M,M,NA,"Rua Lauro Muller, 935 - Fazenda",88301-401,2020-07-03,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5416183.14417108, -3112659.00509566)",732935.6819883104,7020995.119999882
2101,FARIAS - ME,74.956.201/0001-01,Licença concedida,2019-05-27T17:54:37Z,2019-07-02T18:16:00Z,2019-07-03T13:41:00Z,URB/0,FCEI Cadastrado,LAP,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Anita Garibaldi, 113-125 - Centro",88303-020,2019-08-30,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5417880.0146008, -3111766.88610217)",731436,7021815
2084,BARBOSA LTDA.,01.657.342/0001-41,Licença concedida,2019-05-24T17:25:21Z,2019-06-13T13:24:00Z,2019-06-14T11:35:00Z,URB/1041,FCEI Cadastrado,LAO,71.11.01,Condomínios de casas ou edifícios,M,M,NA,"Rua Camboriú, 26 - Centro",88301-450,2019-07-19,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5419297.23154727, -3112948.92498019)",730152,7020789
2082,BARROS S/A - ME,75.921.840/0001-96,Documento Assinado Digitalmente,2019-05-24T15:03:50Z,2019-07-08T13:09:00Z,2019-07-09T14:52:00Z,CRT/1202,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Israel De Almeida, 208",88312-050,2019-09-24,NA,CRT,NA,"c(-5421701.40710624, -3112743.6099773)",728009.9217,7021010.361
2055,FARIAS S/A,05.132.786/0001-14,Licença concedida,2019-05-23T09:57:00Z,2019-06-13T13:21:00Z,2019-06-14T11:31:00Z,URB/0,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,M,M,NA,"Rua Brusque, 271",88303-000,2019-07-17,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5417301.20425941, -3112264.23892326)",731944.406,7021363.991
2049,SILVA E FILHOS - EI,09.875.463/0001-71,Licença concedida,2019-05-22T17:15:20Z,2019-06-07T15:20:00Z,2019-06-10T15:31:00Z,URB/0,FCEI Cadastrado,LAP,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Anita Garibaldi, 113-125 - Centro",88303-020,2019-07-10,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5417650.94324449, -3112221.14623975)",731633,7021408
2032,COSTA - ME,89.243.756/0001-75,Licença concedida,2019-05-21T12:27:37Z,2019-05-22T14:28:00Z,NA,URB/927,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,003 043 02 0005 0000 00,"Rua Odílio Garcia, 1056 - Cordeiros",88310-180,2019-05-22,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5420600.84649119, -3110102.19450819)",729034.7515,7023337.2736
2029,FREITAS GONÇALVES LTDA. E FILHOS,05.738.612/0001-08,Licença concedida,2019-05-20T18:06:18Z,2019-06-24T13:37:00Z,2019-06-26T12:56:00Z,CRT/1099,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Avenida Governador Adolfo Konder, 1905 - Cidade Nova",88308-005,2019-08-14,NA,CRT,NA,"c(-5421591.93558982, -3112990.71102728)",728103.6280526478,7020789.259888353
2025,BARBOSA - ME,64.718.352/0001-60,Licença concedida,2019-05-20T16:09:26Z,2019-07-22T14:05:00Z,2019-07-22T15:42:00Z,CRT/1319,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Avenida Joca Brandão, 410 - Centro",88301-441,2019-07-23,NA,CRT,NA,"c(-5417157.7601062, -3112616.47842568)",732066.642267,7021048.96373
2019,FREITAS - EI,42.981.750/0001-31,Licença concedida,2019-05-20T11:16:29Z,2019-05-27T14:33:00Z,2019-05-27T17:35:00Z,URB/0,FCEI Cadastrado,LAP,71.11.01,Condomínios de casas ou edifícios,M,M,NA,"Avenida Joca Brandão, 231 - Centro",88301-440,2019-06-07,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5416305.78307354, -3112369.64183851)",732831,7021254
2016,RIBEIRO LTDA.,07.593.421/0001-12,Licença concedida,2019-05-18T17:20:13Z,2019-07-05T12:38:00Z,NA,URB/1167,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,2151160405450000000,"Rua José Francisco Reis, 816 - Espinheiros",88317-527,2019-07-05,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426680.12663529, -3108171.06858828)",723639.306,7025149.42
2015,REZENDE S/A S.A.,85.926.734/0001-59,Licença concedida,2019-05-18T16:01:05Z,2019-05-20T17:02:00Z,NA,URB/920,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,2151280202500000000,"Rua Luiz Castro, 1027 - Espinheiros",88317-521,2019-05-20,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426796.95657205, -3107588.38454076)",723544.209,7025668.636
2014,CALDEIRA - EI,93.017.624/0001-00,Licença concedida,2019-05-18T15:09:03Z,2019-05-22T14:28:00Z,NA,URB/926,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,2031350100850000000,"Rua Antônia Gums Baumgartner, 504 - Murta",88311-328,2019-05-22,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5421367.74942567, -3107720.76784554)",728388.646,7025464.072
2004,PEREIRA S/A,80.145.769/0001-37,Licença concedida,2019-05-17T10:06:13Z,2019-05-20T15:42:00Z,NA,URB/918,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,0053600201200000000,"Rua Alfredo Ludovino D'avila, 128 - Cidade Nova",88308-395,2019-05-20,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5420968.42453299, -3114080.67688212)",728642.408,7019811.73
2003,GONÇALVES DUARTE - ME - ME,65.142.390/0001-80,Licença indeferida,2019-05-17T09:12:39Z,2019-06-07T15:19:00Z,2019-06-10T15:24:00Z,URB/1014,FCEI Cadastrado,LAI,71.21.11,Condomínio com fins industriais ou de serviços ,P,G,758541,"Rua Maria De Souza Gonçalves, 370 - Itaipava",88316-605,2019-07-15,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426532.66206593, -3116042.85906876)",723646.547,7018159.807
1977,FERREIRA S.A. S/A,05.247.968/0001-30,Licença concedida,2019-05-15T10:28:20Z,2019-06-13T13:29:00Z,2019-06-14T11:28:00Z,URB/0,FCEI Cadastrado,LAP,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua Conselheiro Júlio Kumm, 399 - Praia Brava De Itajaí",88306-823,2019-07-17,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5413813.91121368, -3117622.60940394)",734967.5,7016550.6
1970,NOGUEIRA MELO S/A E FILHOS,67.498.520/0001-47,Documento Assinado Digitalmente,2019-05-14T17:31:09Z,2019-05-31T13:59:00Z,2019-06-03T14:07:00Z,URB/976,FCEI Cadastrado,LAP,71.11.01,Condomínios de casas ou edifícios,G,M,NA,"Rua Delfim Mário Pádua Peixoto, Sn - Praia Brava De Itajaí",88306-806,2020-03-25,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5413669.92838244, -3117773.21060182)",735093.44,7016414.56
1963,FERREIRA LTDA. - EI,07.134.698/0001-87,Licença concedida,2019-05-14T15:29:57Z,2019-05-16T15:11:00Z,NA,URB/906,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,2151190103200000000,"Rua Luiz Castro,  - Espinheiros",88317-521,2019-05-16,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426814.7460839, -3108105.66012508)",723520.171,7025209.63
1949,REZENDE S/A,71.405.283/0001-08,Licença concedida,2019-05-13T15:15:46Z,2019-05-14T14:00:00Z,NA,IND/885,FCEI Cadastrado,CCA,26.50.01,Industrialização de produtos de origem animal,-,P,NA,"Rua Manoel Francisco Coelho,  - São Vicente",88309-280,2019-05-14,Atividade Industrial,IND,Industrial,"c(-5420648.25852732, -3111250.15910134)",728973.873,7022318.947
1944,MORAES BARBOSA LTDA. S.A.,03.716.598/0001-08,Licença concedida,2019-05-13T09:13:31Z,2019-05-15T14:43:00Z,NA,IND/895,FCEI Cadastrado,CCA,11.60.02,Serralheria,-,M,NA,"Rua Doutor Reinaldo Schmithausen, 2210 - Cordeiros",88310-003,2019-05-15,Atividade Industrial,IND,Industrial,"c(-5421726.95492053, -3109447.79163572)",728040.194,7023936.516
